player_id,mmr,pos1,pos2,pos3,pos4,pos5
1,2264,0.23173218433696718,0.0006844517864316543,0.3739972413061735,0.20249109667726842,0.19109502589315916
2,954,0.17974111082881955,0.41291174441759354,0.12241814323868251,0.07042010628216874,0.21450889523273572
3,605,0.15587201301788897,0.06927427404826815,0.0608218254217806,0.448153514387855,0.26587837312420715
4,125,0.10819684219885507,0.1572697287240128,0.23212926555817084,0.428222770871178,0.07418139264778345
5,2734,0.12830699236345972,0.059044422937556164,0.23356383599796196,0.3718307063213512,0.20725404237967082
6,2257,0.014702869726219316,0.13380164376551365,0.00041772938538856105,0.04267451865876441,0.808403238464114
7,69,0.08689627120909925,0.12525575285294424,0.008234119140547416,0.4033063413190727,0.3763075154783364
8,603,0.569642629580549,0.0187582065498428,0.11210560765063135,0.07533746674809251,0.22415608947088433
9,2541,0.5756599551106648,0.055517186752258946,0.18880617041432585,0.06134182877011337,0.1186748589526371
10,1020,0.03447333884941219,0.16752679544150792,0.009329388164737766,0.32473235051166627,0.4639381270326758
11,1745,0.17347129923989385,0.11697809191489003,0.1704660469681687,0.3609078801164557,0.1781766817605916
12,1493,0.09224701396177554,0.08827806872736803,0.045171664610160984,0.5637926861838566,0.21051056651683883
13,332,0.11082205121166637,0.3481679710064616,0.05572494722905334,0.26173184439971625,0.22355318615310246
14,2645,0.14730740979807397,0.3475796515665521,0.11261791179854233,0.039927628592281786,0.35256739824454986
15,393,0.5754840484934186,0.09816556828698264,0.021074764445157962,0.12340387822756009,0.18187174054688074
16,305,0.06583501563452215,0.06815914468782981,0.012563266400910543,0.7031419220197502,0.15030065125698713
17,991,0.29410450505530605,0.10261551473496522,0.052396132671621694,0.21113886366029666,0.33974498387781027
18,498,0.09869397101176959,0.13807461149983005,0.33810227518973923,0.07429903986475521,0.3508301024339059
19,1910,0.03828653294646591,0.3582689895465834,0.10754829709216372,0.2550574777596976,0.24083870265508928
20,196,0.18906770130393996,0.06355260466657693,0.0756787342602547,0.43267022356601814,0.2390307362032103
21,2990,0.0053013718005667735,0.6081186679361462,0.12619709272289029,0.039781218987230305,0.22060164855316639
22,798,0.02363376891324705,0.021938381673103566,0.16534532503120764,0.2811966865633486,0.507885837819093
23,379,0.051800870257785514,0.23896630767842675,0.15492471003643174,0.25982901531379576,0.2944790967135601
24,153,0.24068372410007138,0.16533591388651006,0.20247135603246877,0.3521412683856019,0.039367737595347944
25,1008,0.11274186357816937,0.0005361608565004806,0.17356274942335323,0.0008366312776133593,0.7123225948643636
26,841,0.2226933925244308,0.04805736722723521,0.02967205788039689,0.3477158579588158,0.35186132440912116
27,2219,0.2564116873457963,0.11884228572407311,0.22507798387750594,0.13122241743567237,0.26844562561695245
28,2876,0.2846852255437469,0.3591642018605823,0.01758796959835262,0.016015834571144208,0.32254676842617386
29,1120,0.28864994100320185,0.2340193563639911,0.24174263882672128,0.06927458557989839,0.1663134782261874
30,1233,0.07009252969138215,0.17298580602046387,0.11798775307993584,0.6167196451586786,0.02221426604953944
31,2422,0.047855175569897095,0.10581445909021187,0.6948273069937613,0.09080963084736257,0.06069342749876726
